Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2013/09/10,SPY,SPY,S,CBOE,543371
2013/09/11,SPY,SPY,S,CBOE,359069
2013/09/12,SPY,SPY,S,CBOE,412727
2013/09/13,SPY,SPY,S,CBOE,433314
2013/09/16,SPY,SPY,S,CBOE,486281
2013/09/17,SPY,SPY,S,CBOE,319311
2013/09/18,SPY,SPY,S,CBOE,1266157
2013/09/19,SPY,SPY,S,CBOE,672349
2013/09/20,SPY,SPY,S,CBOE,789475
2013/09/23,SPY,SPY,S,CBOE,399752
2013/09/24,SPY,SPY,S,CBOE,351238
2013/09/25,SPY,SPY,S,CBOE,364497
2013/09/26,SPY,SPY,S,CBOE,373024
2013/09/27,SPY,SPY,S,CBOE,711152
2013/09/30,SPY,SPY,S,CBOE,763207
2013/10/01,SPY,SPY,S,CBOE,372209
2013/10/02,SPY,SPY,S,CBOE,435782
2013/10/03,SPY,SPY,S,CBOE,979525
2013/10/04,SPY,SPY,S,CBOE,585365
2013/10/07,SPY,SPY,S,CBOE,642590
2013/10/08,SPY,SPY,S,CBOE,1020950
2013/10/09,SPY,SPY,S,CBOE,809055
2013/10/10,SPY,SPY,S,CBOE,865587
2013/10/11,SPY,SPY,S,CBOE,544808
2013/10/14,SPY,SPY,S,CBOE,509366
2013/10/15,SPY,SPY,S,CBOE,593273
2013/10/16,SPY,SPY,S,CBOE,646995
2013/10/17,SPY,SPY,S,CBOE,813282
2013/10/18,SPY,SPY,S,CBOE,706231
2013/10/21,SPY,SPY,S,CBOE,342431
2013/10/22,SPY,SPY,S,CBOE,618965
2013/10/23,SPY,SPY,S,CBOE,340369
2013/10/24,SPY,SPY,S,CBOE,322440
2013/10/25,SPY,SPY,S,CBOE,424953
2013/10/28,SPY,SPY,S,CBOE,298475
2013/10/29,SPY,SPY,S,CBOE,394212
2013/10/30,SPY,SPY,S,CBOE,650359
2013/10/31,SPY,SPY,S,CBOE,399805
2013/11/01,SPY,SPY,S,CBOE,477372
2013/11/04,SPY,SPY,S,CBOE,328226
2013/11/05,SPY,SPY,S,CBOE,251698
2013/11/06,SPY,SPY,S,CBOE,402352
2013/11/07,SPY,SPY,S,CBOE,884844
2013/11/08,SPY,SPY,S,CBOE,898588
2013/11/11,SPY,SPY,S,CBOE,290843
2013/11/12,SPY,SPY,S,CBOE,438510
2013/11/13,SPY,SPY,S,CBOE,447729
2013/11/14,SPY,SPY,S,CBOE,580624
2013/11/15,SPY,SPY,S,CBOE,578799
2013/11/18,SPY,SPY,S,CBOE,444159
2013/11/19,SPY,SPY,S,CBOE,468591
2013/11/20,SPY,SPY,S,CBOE,474303
2013/11/21,SPY,SPY,S,CBOE,365135
2013/11/22,SPY,SPY,S,CBOE,404399
2013/11/25,SPY,SPY,S,CBOE,282415
2013/11/26,SPY,SPY,S,CBOE,241346
2013/11/27,SPY,SPY,S,CBOE,233696
2013/11/29,SPY,SPY,S,CBOE,212676
2013/12/02,SPY,SPY,S,CBOE,362867
2013/12/03,SPY,SPY,S,CBOE,457272
2013/12/04,SPY,SPY,S,CBOE,366151
2013/12/05,SPY,SPY,S,CBOE,359152
2013/12/06,SPY,SPY,S,CBOE,630932
2013/12/09,SPY,SPY,S,CBOE,279775
2013/12/10,SPY,SPY,S,CBOE,273718
2013/12/11,SPY,SPY,S,CBOE,608777
2013/12/12,SPY,SPY,S,CBOE,620248
2013/12/13,SPY,SPY,S,CBOE,375324
2013/12/16,SPY,SPY,S,CBOE,349243
2013/12/17,SPY,SPY,S,CBOE,545678
2013/12/18,SPY,SPY,S,CBOE,911954
2013/12/19,SPY,SPY,S,CBOE,641959
2013/12/20,SPY,SPY,S,CBOE,793550
2013/12/23,SPY,SPY,S,CBOE,338053
2013/12/24,SPY,SPY,S,CBOE,277693
2013/12/26,SPY,SPY,S,CBOE,485628
2013/12/27,SPY,SPY,S,CBOE,390788
2013/12/30,SPY,SPY,S,CBOE,283907
2013/12/31,SPY,SPY,S,CBOE,459862
2014/01/02,SPY,SPY,S,CBOE,460960
2014/01/03,SPY,SPY,S,CBOE,424492
2014/01/06,SPY,SPY,S,CBOE,354292
2014/01/07,SPY,SPY,S,CBOE,218383
2014/01/08,SPY,SPY,S,CBOE,354293
2014/01/09,SPY,SPY,S,CBOE,455232
2014/01/10,SPY,SPY,S,CBOE,507168
2014/01/13,SPY,SPY,S,CBOE,548240
2014/01/14,SPY,SPY,S,CBOE,324786
2014/01/15,SPY,SPY,S,CBOE,766743
2014/01/16,SPY,SPY,S,CBOE,428206
2014/01/17,SPY,SPY,S,CBOE,515708
2014/01/21,SPY,SPY,S,CBOE,287365
2014/01/22,SPY,SPY,S,CBOE,197476
2014/01/23,SPY,SPY,S,CBOE,523147
2014/01/24,SPY,SPY,S,CBOE,958693
2014/01/27,SPY,SPY,S,CBOE,679153
2014/01/28,SPY,SPY,S,CBOE,290514
2014/01/29,SPY,SPY,S,CBOE,667063
2014/01/30,SPY,SPY,S,CBOE,419329
2014/01/31,SPY,SPY,S,CBOE,721739
2014/02/03,SPY,SPY,S,CBOE,1161697
2014/02/04,SPY,SPY,S,CBOE,731363
2014/02/05,SPY,SPY,S,CBOE,858597
2014/02/06,SPY,SPY,S,CBOE,714254
2014/02/07,SPY,SPY,S,CBOE,918014
2014/02/10,SPY,SPY,S,CBOE,404075
2014/02/11,SPY,SPY,S,CBOE,667260
2014/02/12,SPY,SPY,S,CBOE,423374
2014/02/13,SPY,SPY,S,CBOE,524132
2014/02/14,SPY,SPY,S,CBOE,731234
2014/02/18,SPY,SPY,S,CBOE,303226
2014/02/19,SPY,SPY,S,CBOE,711952
2014/02/20,SPY,SPY,S,CBOE,541556
2014/02/21,SPY,SPY,S,CBOE,607611
2014/02/24,SPY,SPY,S,CBOE,693344
2014/02/25,SPY,SPY,S,CBOE,473222
2014/02/26,SPY,SPY,S,CBOE,461387
2014/02/27,SPY,SPY,S,CBOE,420880
2014/02/28,SPY,SPY,S,CBOE,751608
2014/03/03,SPY,SPY,S,CBOE,556316
2014/03/04,SPY,SPY,S,CBOE,566809
2014/03/05,SPY,SPY,S,CBOE,258218
2014/03/06,SPY,SPY,S,CBOE,563013
2014/03/07,SPY,SPY,S,CBOE,603165
2014/03/10,SPY,SPY,S,CBOE,398224
2014/03/11,SPY,SPY,S,CBOE,379618
2014/03/12,SPY,SPY,S,CBOE,368792
2014/03/13,SPY,SPY,S,CBOE,938881
2014/03/14,SPY,SPY,S,CBOE,903373
2014/03/17,SPY,SPY,S,CBOE,398039
2014/03/18,SPY,SPY,S,CBOE,435653
2014/03/19,SPY,SPY,S,CBOE,477932
2014/03/20,SPY,SPY,S,CBOE,616055
2014/03/21,SPY,SPY,S,CBOE,607243
2014/03/24,SPY,SPY,S,CBOE,436381
2014/03/25,SPY,SPY,S,CBOE,279782
2014/03/26,SPY,SPY,S,CBOE,559742
2014/03/27,SPY,SPY,S,CBOE,538425
2014/03/28,SPY,SPY,S,CBOE,529228
2014/03/31,SPY,SPY,S,CBOE,382260
2014/04/01,SPY,SPY,S,CBOE,375160
2014/04/02,SPY,SPY,S,CBOE,371263
2014/04/03,SPY,SPY,S,CBOE,478905
2014/04/04,SPY,SPY,S,CBOE,1092676
2014/04/07,SPY,SPY,S,CBOE,670787
2014/04/08,SPY,SPY,S,CBOE,486094
2014/04/09,SPY,SPY,S,CBOE,698560
2014/04/10,SPY,SPY,S,CBOE,791839
2014/04/11,SPY,SPY,S,CBOE,976740
2014/04/14,SPY,SPY,S,CBOE,603729
2014/04/15,SPY,SPY,S,CBOE,784556
2014/04/16,SPY,SPY,S,CBOE,679089
2014/04/17,SPY,SPY,S,CBOE,814592
2014/04/21,SPY,SPY,S,CBOE,221525
2014/04/22,SPY,SPY,S,CBOE,460104
2014/04/23,SPY,SPY,S,CBOE,334217
2014/04/24,SPY,SPY,S,CBOE,348084
2014/04/25,SPY,SPY,S,CBOE,507956
2014/04/28,SPY,SPY,S,CBOE,397663
2014/04/29,SPY,SPY,S,CBOE,321160
2014/04/30,SPY,SPY,S,CBOE,294780
2014/05/01,SPY,SPY,S,CBOE,355621
2014/05/02,SPY,SPY,S,CBOE,554603
2014/05/05,SPY,SPY,S,CBOE,247368
2014/05/06,SPY,SPY,S,CBOE,356042
2014/05/07,SPY,SPY,S,CBOE,553287
2014/05/08,SPY,SPY,S,CBOE,451156
2014/05/09,SPY,SPY,S,CBOE,477439
2014/05/12,SPY,SPY,S,CBOE,472172
2014/05/13,SPY,SPY,S,CBOE,287674
2014/05/14,SPY,SPY,S,CBOE,330102
2014/05/15,SPY,SPY,S,CBOE,884470
2014/05/16,SPY,SPY,S,CBOE,550064
2014/05/19,SPY,SPY,S,CBOE,266749
2014/05/20,SPY,SPY,S,CBOE,279686
2014/05/21,SPY,SPY,S,CBOE,418019
2014/05/22,SPY,SPY,S,CBOE,363481
2014/05/23,SPY,SPY,S,CBOE,563516
2014/05/27,SPY,SPY,S,CBOE,680768
2014/05/28,SPY,SPY,S,CBOE,407205
2014/05/29,SPY,SPY,S,CBOE,406198
2014/05/30,SPY,SPY,S,CBOE,645695
2014/06/02,SPY,SPY,S,CBOE,293712
2014/06/03,SPY,SPY,S,CBOE,340221
2014/06/04,SPY,SPY,S,CBOE,769753
2014/06/05,SPY,SPY,S,CBOE,666936
2014/06/06,SPY,SPY,S,CBOE,871301
2014/06/09,SPY,SPY,S,CBOE,422857
2014/06/10,SPY,SPY,S,CBOE,328318
2014/06/11,SPY,SPY,S,CBOE,234113
2014/06/12,SPY,SPY,S,CBOE,485532
2014/06/13,SPY,SPY,S,CBOE,411845
2014/06/16,SPY,SPY,S,CBOE,273664
2014/06/17,SPY,SPY,S,CBOE,359901
2014/06/18,SPY,SPY,S,CBOE,514303
2014/06/19,SPY,SPY,S,CBOE,567701
2014/06/20,SPY,SPY,S,CBOE,467258
2014/06/23,SPY,SPY,S,CBOE,375101
2014/06/24,SPY,SPY,S,CBOE,502225
2014/06/25,SPY,SPY,S,CBOE,347500
2014/06/26,SPY,SPY,S,CBOE,450562
2014/06/27,SPY,SPY,S,CBOE,341823
2014/06/30,SPY,SPY,S,CBOE,283222
2014/07/01,SPY,SPY,S,CBOE,542465
2014/07/02,SPY,SPY,S,CBOE,447751
2014/07/03,SPY,SPY,S,CBOE,571779
2014/07/07,SPY,SPY,S,CBOE,352516
2014/07/08,SPY,SPY,S,CBOE,511161
2014/07/09,SPY,SPY,S,CBOE,297666
2014/07/10,SPY,SPY,S,CBOE,462050
2014/07/11,SPY,SPY,S,CBOE,383549
2014/07/14,SPY,SPY,S,CBOE,274847
2014/07/15,SPY,SPY,S,CBOE,386495
2014/07/16,SPY,SPY,S,CBOE,236281
2014/07/17,SPY,SPY,S,CBOE,910660
2014/07/18,SPY,SPY,S,CBOE,675215
2014/07/21,SPY,SPY,S,CBOE,298584
2014/07/22,SPY,SPY,S,CBOE,535746
2014/07/23,SPY,SPY,S,CBOE,270998
2014/07/24,SPY,SPY,S,CBOE,239301
2014/07/25,SPY,SPY,S,CBOE,438919
2014/07/28,SPY,SPY,S,CBOE,376749
2014/07/29,SPY,SPY,S,CBOE,265303
2014/07/30,SPY,SPY,S,CBOE,330906
2014/07/31,SPY,SPY,S,CBOE,1142589
2014/08/01,SPY,SPY,S,CBOE,1056133
2014/08/04,SPY,SPY,S,CBOE,426420
2014/08/05,SPY,SPY,S,CBOE,567349
2014/08/06,SPY,SPY,S,CBOE,483886
2014/08/07,SPY,SPY,S,CBOE,659344
2014/08/08,SPY,SPY,S,CBOE,656304
2014/08/11,SPY,SPY,S,CBOE,433872
2014/08/12,SPY,SPY,S,CBOE,357125
2014/08/13,SPY,SPY,S,CBOE,609961
2014/08/14,SPY,SPY,S,CBOE,329814
2014/08/15,SPY,SPY,S,CBOE,909544
2014/08/18,SPY,SPY,S,CBOE,404565
2014/08/19,SPY,SPY,S,CBOE,490318
2014/08/20,SPY,SPY,S,CBOE,450356
2014/08/21,SPY,SPY,S,CBOE,432414
2014/08/22,SPY,SPY,S,CBOE,620300
2014/08/25,SPY,SPY,S,CBOE,426841
2014/08/26,SPY,SPY,S,CBOE,276726
2014/08/27,SPY,SPY,S,CBOE,428607
2014/08/28,SPY,SPY,S,CBOE,776889
2014/08/29,SPY,SPY,S,CBOE,562664
2014/09/02,SPY,SPY,S,CBOE,364653
2014/09/03,SPY,SPY,S,CBOE,452855
2014/09/04,SPY,SPY,S,CBOE,722214
2014/09/05,SPY,SPY,S,CBOE,693240
2014/09/08,SPY,SPY,S,CBOE,355949
2014/09/09,SPY,SPY,S,CBOE,389850
2014/09/10,SPY,SPY,S,CBOE,358078
2014/09/11,SPY,SPY,S,CBOE,372593
2014/09/12,SPY,SPY,S,CBOE,597846
2014/09/15,SPY,SPY,S,CBOE,271710
2014/09/16,SPY,SPY,S,CBOE,534187
2014/09/17,SPY,SPY,S,CBOE,743786
2014/09/18,SPY,SPY,S,CBOE,661986
2014/09/19,SPY,SPY,S,CBOE,634119
2014/09/22,SPY,SPY,S,CBOE,466104
2014/09/23,SPY,SPY,S,CBOE,503386
2014/09/24,SPY,SPY,S,CBOE,440140
2014/09/25,SPY,SPY,S,CBOE,779145
2014/09/26,SPY,SPY,S,CBOE,775521
2014/09/29,SPY,SPY,S,CBOE,498067
2014/09/30,SPY,SPY,S,CBOE,479484
2014/10/01,SPY,SPY,S,CBOE,904704
2014/10/02,SPY,SPY,S,CBOE,913249
2014/10/03,SPY,SPY,S,CBOE,658420
2014/10/06,SPY,SPY,S,CBOE,381660
2014/10/07,SPY,SPY,S,CBOE,649650
2014/10/08,SPY,SPY,S,CBOE,1009696
2014/10/09,SPY,SPY,S,CBOE,1454792
2014/10/10,SPY,SPY,S,CBOE,1277804
2014/10/13,SPY,SPY,S,CBOE,1492486
2014/10/14,SPY,SPY,S,CBOE,1179023
2014/10/15,SPY,SPY,S,CBOE,1797614
2014/10/16,SPY,SPY,S,CBOE,982218
2014/10/17,SPY,SPY,S,CBOE,1180819
2014/10/20,SPY,SPY,S,CBOE,596307
2014/10/21,SPY,SPY,S,CBOE,981285
2014/10/22,SPY,SPY,S,CBOE,1008321
2014/10/23,SPY,SPY,S,CBOE,919123
2014/10/24,SPY,SPY,S,CBOE,880500
2014/10/27,SPY,SPY,S,CBOE,592416
2014/10/28,SPY,SPY,S,CBOE,510565
2014/10/29,SPY,SPY,S,CBOE,560411
2014/10/30,SPY,SPY,S,CBOE,572176
2014/10/31,SPY,SPY,S,CBOE,816640
2014/11/03,SPY,SPY,S,CBOE,395940
2014/11/04,SPY,SPY,S,CBOE,463236
2014/11/05,SPY,SPY,S,CBOE,358143
2014/11/06,SPY,SPY,S,CBOE,681783
2014/11/07,SPY,SPY,S,CBOE,557254
2014/11/10,SPY,SPY,S,CBOE,456420
2014/11/11,SPY,SPY,S,CBOE,215783
2014/11/12,SPY,SPY,S,CBOE,306061
2014/11/13,SPY,SPY,S,CBOE,521576
2014/11/14,SPY,SPY,S,CBOE,425955
2014/11/17,SPY,SPY,S,CBOE,287527
2014/11/18,SPY,SPY,S,CBOE,492633
2014/11/19,SPY,SPY,S,CBOE,526870
2014/11/20,SPY,SPY,S,CBOE,443329
2014/11/21,SPY,SPY,S,CBOE,858069
2014/11/24,SPY,SPY,S,CBOE,328877
2014/11/25,SPY,SPY,S,CBOE,321111
2014/11/26,SPY,SPY,S,CBOE,259003
2014/11/28,SPY,SPY,S,CBOE,376859
2014/12/01,SPY,SPY,S,CBOE,378800
2014/12/02,SPY,SPY,S,CBOE,281861
2014/12/03,SPY,SPY,S,CBOE,237946
2014/12/04,SPY,SPY,S,CBOE,327341
2014/12/05,SPY,SPY,S,CBOE,438268
2014/12/08,SPY,SPY,S,CBOE,401230
2014/12/09,SPY,SPY,S,CBOE,487572
2014/12/10,SPY,SPY,S,CBOE,732364
2014/12/11,SPY,SPY,S,CBOE,662295
2014/12/12,SPY,SPY,S,CBOE,856488
2014/12/15,SPY,SPY,S,CBOE,1351274
2014/12/16,SPY,SPY,S,CBOE,903592
2014/12/17,SPY,SPY,S,CBOE,872746
2014/12/18,SPY,SPY,S,CBOE,1146059
2014/12/19,SPY,SPY,S,CBOE,809271
2014/12/22,SPY,SPY,S,CBOE,359190
2014/12/23,SPY,SPY,S,CBOE,306929
2014/12/24,SPY,SPY,S,CBOE,192871
2014/12/26,SPY,SPY,S,CBOE,506969
2014/12/29,SPY,SPY,S,CBOE,293675
2014/12/30,SPY,SPY,S,CBOE,322730
2014/12/31,SPY,SPY,S,CBOE,596817
2015/01/02,SPY,SPY,S,CBOE,662935
2015/01/05,SPY,SPY,S,CBOE,856850
2015/01/06,SPY,SPY,S,CBOE,820228
2015/01/07,SPY,SPY,S,CBOE,599604
2015/01/08,SPY,SPY,S,CBOE,686221
2015/01/09,SPY,SPY,S,CBOE,729378
2015/01/12,SPY,SPY,S,CBOE,441627
2015/01/13,SPY,SPY,S,CBOE,668546
2015/01/14,SPY,SPY,S,CBOE,868160
2015/01/15,SPY,SPY,S,CBOE,822861
2015/01/16,SPY,SPY,S,CBOE,815324
2015/01/20,SPY,SPY,S,CBOE,348269
2015/01/21,SPY,SPY,S,CBOE,565752
2015/01/22,SPY,SPY,S,CBOE,857720
2015/01/23,SPY,SPY,S,CBOE,624150
2015/01/26,SPY,SPY,S,CBOE,329090
2015/01/27,SPY,SPY,S,CBOE,588148
2015/01/28,SPY,SPY,S,CBOE,551446
2015/01/29,SPY,SPY,S,CBOE,766171
2015/01/30,SPY,SPY,S,CBOE,675239
2015/02/02,SPY,SPY,S,CBOE,515254
2015/02/03,SPY,SPY,S,CBOE,571253
2015/02/04,SPY,SPY,S,CBOE,448616
2015/02/05,SPY,SPY,S,CBOE,548794
2015/02/06,SPY,SPY,S,CBOE,891110
2015/02/09,SPY,SPY,S,CBOE,336792
2015/02/10,SPY,SPY,S,CBOE,502864
2015/02/11,SPY,SPY,S,CBOE,402001
2015/02/12,SPY,SPY,S,CBOE,581518
2015/02/13,SPY,SPY,S,CBOE,599143
2015/02/17,SPY,SPY,S,CBOE,498235
2015/02/18,SPY,SPY,S,CBOE,423977
2015/02/19,SPY,SPY,S,CBOE,415561
2015/02/20,SPY,SPY,S,CBOE,728885
2015/02/23,SPY,SPY,S,CBOE,307730
2015/02/24,SPY,SPY,S,CBOE,302411
2015/02/25,SPY,SPY,S,CBOE,275899
2015/02/26,SPY,SPY,S,CBOE,391215
2015/02/27,SPY,SPY,S,CBOE,464392
2015/03/02,SPY,SPY,S,CBOE,314528
2015/03/03,SPY,SPY,S,CBOE,288199
2015/03/04,SPY,SPY,S,CBOE,418010
2015/03/05,SPY,SPY,S,CBOE,248859
2015/03/06,SPY,SPY,S,CBOE,917635
2015/03/09,SPY,SPY,S,CBOE,382253
2015/03/10,SPY,SPY,S,CBOE,685145
2015/03/11,SPY,SPY,S,CBOE,441821
2015/03/12,SPY,SPY,S,CBOE,372377
2015/03/13,SPY,SPY,S,CBOE,568755
2015/03/16,SPY,SPY,S,CBOE,479640
2015/03/17,SPY,SPY,S,CBOE,340532
2015/03/18,SPY,SPY,S,CBOE,672080
2015/03/19,SPY,SPY,S,CBOE,586345
2015/03/20,SPY,SPY,S,CBOE,866669
2015/03/23,SPY,SPY,S,CBOE,324413
2015/03/24,SPY,SPY,S,CBOE,359282
2015/03/25,SPY,SPY,S,CBOE,533749
2015/03/26,SPY,SPY,S,CBOE,722987
2015/03/27,SPY,SPY,S,CBOE,375418
2015/03/30,SPY,SPY,S,CBOE,532152
2015/03/31,SPY,SPY,S,CBOE,645867
2015/04/01,SPY,SPY,S,CBOE,634825
2015/04/02,SPY,SPY,S,CBOE,494251
2015/04/06,SPY,SPY,S,CBOE,417326
2015/04/07,SPY,SPY,S,CBOE,368170
2015/04/08,SPY,SPY,S,CBOE,405510
2015/04/09,SPY,SPY,S,CBOE,465825
2015/04/10,SPY,SPY,S,CBOE,507279
2015/04/13,SPY,SPY,S,CBOE,410326
2015/04/14,SPY,SPY,S,CBOE,349019
2015/04/15,SPY,SPY,S,CBOE,466394
2015/04/16,SPY,SPY,S,CBOE,359164
2015/04/17,SPY,SPY,S,CBOE,801230
2015/04/20,SPY,SPY,S,CBOE,335850
2015/04/21,SPY,SPY,S,CBOE,238188
2015/04/22,SPY,SPY,S,CBOE,322310
2015/04/23,SPY,SPY,S,CBOE,541306
2015/04/24,SPY,SPY,S,CBOE,311181
2015/04/27,SPY,SPY,S,CBOE,358728
2015/04/28,SPY,SPY,S,CBOE,320355
2015/04/29,SPY,SPY,S,CBOE,400477
2015/04/30,SPY,SPY,S,CBOE,570436
2015/05/01,SPY,SPY,S,CBOE,378495
2015/05/04,SPY,SPY,S,CBOE,250297
2015/05/05,SPY,SPY,S,CBOE,805711
2015/05/06,SPY,SPY,S,CBOE,728168
2015/05/07,SPY,SPY,S,CBOE,343421
2015/05/08,SPY,SPY,S,CBOE,756410
2015/05/11,SPY,SPY,S,CBOE,335583
2015/05/12,SPY,SPY,S,CBOE,471962
2015/05/13,SPY,SPY,S,CBOE,370827
2015/05/14,SPY,SPY,S,CBOE,483117
2015/05/15,SPY,SPY,S,CBOE,369378
2015/05/18,SPY,SPY,S,CBOE,616268
2015/05/19,SPY,SPY,S,CBOE,257381
2015/05/20,SPY,SPY,S,CBOE,259886
2015/05/21,SPY,SPY,S,CBOE,382645
2015/05/22,SPY,SPY,S,CBOE,321718
2015/05/26,SPY,SPY,S,CBOE,425875
2015/05/27,SPY,SPY,S,CBOE,438687
2015/05/28,SPY,SPY,S,CBOE,250596
2015/05/29,SPY,SPY,S,CBOE,503836
2015/06/01,SPY,SPY,S,CBOE,350302
2015/06/02,SPY,SPY,S,CBOE,343305
2015/06/03,SPY,SPY,S,CBOE,371891
2015/06/04,SPY,SPY,S,CBOE,500050
2015/06/05,SPY,SPY,S,CBOE,550596
2015/06/08,SPY,SPY,S,CBOE,619853
2015/06/09,SPY,SPY,S,CBOE,368791
2015/06/10,SPY,SPY,S,CBOE,669123
2015/06/11,SPY,SPY,S,CBOE,422094
2015/06/12,SPY,SPY,S,CBOE,589345
2015/06/15,SPY,SPY,S,CBOE,464083
2015/06/16,SPY,SPY,S,CBOE,521743
2015/06/17,SPY,SPY,S,CBOE,449932
2015/06/18,SPY,SPY,S,CBOE,773584
2015/06/19,SPY,SPY,S,CBOE,536786
2015/06/22,SPY,SPY,S,CBOE,425829
2015/06/23,SPY,SPY,S,CBOE,357950
2015/06/24,SPY,SPY,S,CBOE,319753
2015/06/25,SPY,SPY,S,CBOE,446652
2015/06/26,SPY,SPY,S,CBOE,812469
2015/06/29,SPY,SPY,S,CBOE,970722
2015/06/30,SPY,SPY,S,CBOE,634498
2015/07/01,SPY,SPY,S,CBOE,428332
2015/07/02,SPY,SPY,S,CBOE,579556
2015/07/06,SPY,SPY,S,CBOE,638420
2015/07/07,SPY,SPY,S,CBOE,772350
2015/07/08,SPY,SPY,S,CBOE,708722
2015/07/09,SPY,SPY,S,CBOE,683081
2015/07/10,SPY,SPY,S,CBOE,564660
2015/07/13,SPY,SPY,S,CBOE,458366
2015/07/14,SPY,SPY,S,CBOE,556549
2015/07/15,SPY,SPY,S,CBOE,381204
2015/07/16,SPY,SPY,S,CBOE,476367
2015/07/17,SPY,SPY,S,CBOE,479295
2015/07/20,SPY,SPY,S,CBOE,456309
2015/07/21,SPY,SPY,S,CBOE,406171
2015/07/22,SPY,SPY,S,CBOE,324454
2015/07/23,SPY,SPY,S,CBOE,710310
2015/07/24,SPY,SPY,S,CBOE,693502
2015/07/27,SPY,SPY,S,CBOE,586191
2015/07/28,SPY,SPY,S,CBOE,399942
2015/07/29,SPY,SPY,S,CBOE,465951
2015/07/30,SPY,SPY,S,CBOE,292531
2015/07/31,SPY,SPY,S,CBOE,435341
2015/08/03,SPY,SPY,S,CBOE,270029
2015/08/04,SPY,SPY,S,CBOE,257243
2015/08/05,SPY,SPY,S,CBOE,411069
2015/08/06,SPY,SPY,S,CBOE,641671
2015/08/07,SPY,SPY,S,CBOE,576075
2015/08/10,SPY,SPY,S,CBOE,330007
2015/08/11,SPY,SPY,S,CBOE,671753
2015/08/12,SPY,SPY,S,CBOE,619880
2015/08/13,SPY,SPY,S,CBOE,366483
2015/08/14,SPY,SPY,S,CBOE,375295
2015/08/17,SPY,SPY,S,CBOE,638011
2015/08/18,SPY,SPY,S,CBOE,305213
2015/08/19,SPY,SPY,S,CBOE,710470
2015/08/20,SPY,SPY,S,CBOE,1166024
2015/08/21,SPY,SPY,S,CBOE,2271183
2015/08/24,SPY,SPY,S,CBOE,986440
2015/08/25,SPY,SPY,S,CBOE,735274
2015/08/26,SPY,SPY,S,CBOE,784220
2015/08/27,SPY,SPY,S,CBOE,860010
2015/08/28,SPY,SPY,S,CBOE,526850
2015/08/31,SPY,SPY,S,CBOE,401556
2015/09/01,SPY,SPY,S,CBOE,678459
2015/09/02,SPY,SPY,S,CBOE,415486
2015/09/03,SPY,SPY,S,CBOE,469843
2015/09/04,SPY,SPY,S,CBOE,732220
2015/09/08,SPY,SPY,S,CBOE,481302
2015/09/09,SPY,SPY,S,CBOE,707733
2015/09/10,SPY,SPY,S,CBOE,420064
2015/09/11,SPY,SPY,S,CBOE,524283
2015/09/14,SPY,SPY,S,CBOE,280428
2015/09/15,SPY,SPY,S,CBOE,626367
2015/09/16,SPY,SPY,S,CBOE,607031
2015/09/17,SPY,SPY,S,CBOE,946616
2015/09/18,SPY,SPY,S,CBOE,788053
2015/09/21,SPY,SPY,S,CBOE,314813
2015/09/22,SPY,SPY,S,CBOE,551935
2015/09/23,SPY,SPY,S,CBOE,499750
2015/09/24,SPY,SPY,S,CBOE,906548
2015/09/25,SPY,SPY,S,CBOE,668819
2015/09/28,SPY,SPY,S,CBOE,687929
2015/09/29,SPY,SPY,S,CBOE,523683
2015/09/30,SPY,SPY,S,CBOE,595761
2015/10/01,SPY,SPY,S,CBOE,381448
2015/10/02,SPY,SPY,S,CBOE,751856
2015/10/05,SPY,SPY,S,CBOE,511326
2015/10/06,SPY,SPY,S,CBOE,350425
2015/10/07,SPY,SPY,S,CBOE,479920
2015/10/08,SPY,SPY,S,CBOE,632392
2015/10/09,SPY,SPY,S,CBOE,469232
2015/10/12,SPY,SPY,S,CBOE,288289
2015/10/13,SPY,SPY,S,CBOE,507252
2015/10/14,SPY,SPY,S,CBOE,308782
2015/10/15,SPY,SPY,S,CBOE,416369
2015/10/16,SPY,SPY,S,CBOE,584934
2015/10/19,SPY,SPY,S,CBOE,201907
2015/10/20,SPY,SPY,S,CBOE,254402
2015/10/21,SPY,SPY,S,CBOE,318012
2015/10/22,SPY,SPY,S,CBOE,546976
2015/10/23,SPY,SPY,S,CBOE,688583
2015/10/26,SPY,SPY,S,CBOE,377349
2015/10/27,SPY,SPY,S,CBOE,315705
2015/10/28,SPY,SPY,S,CBOE,353670
2015/10/29,SPY,SPY,S,CBOE,443761
2015/10/30,SPY,SPY,S,CBOE,520179
2015/11/02,SPY,SPY,S,CBOE,368527
2015/11/03,SPY,SPY,S,CBOE,408420
2015/11/04,SPY,SPY,S,CBOE,451612
2015/11/05,SPY,SPY,S,CBOE,333204
2015/11/06,SPY,SPY,S,CBOE,434907
2015/11/09,SPY,SPY,S,CBOE,339285
2015/11/10,SPY,SPY,S,CBOE,218496
2015/11/11,SPY,SPY,S,CBOE,215671
2015/11/12,SPY,SPY,S,CBOE,385779
2015/11/13,SPY,SPY,S,CBOE,815536
2015/11/16,SPY,SPY,S,CBOE,376267
2015/11/17,SPY,SPY,S,CBOE,370438
2015/11/18,SPY,SPY,S,CBOE,359818
2015/11/19,SPY,SPY,S,CBOE,370938
2015/11/20,SPY,SPY,S,CBOE,551852
2015/11/23,SPY,SPY,S,CBOE,338153
2015/11/24,SPY,SPY,S,CBOE,249300
